,question,answer,multiple_answer,can_answer
9774,The country of citizenship of Kiefer Sutherland is?,Canada,False,True
9775,The country of Kiel is?,Germany,False,True
9776,The country of Kiel Canal is?,Germany,False,True
9777,The country of Kielce is?,Poland,False,True
9778,The eye color of Kiersten Warren is?,brown,False,False
9779,Kiev is capital of?,Ukraine,False,True
9780,The country of Kiev is?,Ukraine,False,True
9781,The language used in Kiev is?,"['Russian', 'Ukrainian']",True,
9782,Kiev is located in?,Ukraine,False,True
9783,The country of Kiev Metro is?,Ukraine,False,True
9784,Kigali is capital of?,Rwanda,False,True
9785,The country of citizenship of Kiichiro Toyoda is?,Japan,False,True
9786,The eye color of Kim Basinger is?,blue,False,True
9787,The country of citizenship of Kim Campbell is?,Canada,False,True
9788,The country for sport played by Kim Clijsters is?,Belgium,False,True
9789,The country of citizenship of Kim Clijsters is?,Belgium,False,True
9790,The sport played by Kim Clijsters is?,tennis,False,True
9791,The country of citizenship of Kim Coates is?,Canada,False,True
9792,The eye color of Kim Fields is?,brown,False,True
9793,The instrument of Kim Gun-mo is?,piano,False,False
9794,Kim Jae-gyu convicted of?,murder,False,False
9795,The religion of Kim Jae-gyu is?,Buddhism,False,False
9796,The native language of Kim Jong-il is?,Korean,False,True
9797,The military rank of Kim Jong-nam is?,colonel,False,False
9798,The native language of Kim Jong-un is?,Korean,False,True
9799,The religion of Kim Kardashian is?,Christianity,False,False
9800,The country of citizenship of Kim McKay is?,Australia,False,True
9801,The instrument of Kim Milford is?,guitar,False,False
9802,The native language of Kim Philby is?,English,False,True
9803,The religion of Kim Philby is?,Islam,False,False
9804,The instrument of Kim Shattuck is?,guitar,False,True
9805,The eye color of Kim Wayans is?,brown,False,True
9806,The native language of Kim Young-ha is?,Korean,False,True
9807,The eye color of Kimberley Locke is?,brown,False,True
9808,The blood type of Kimberly Williams-Paisley is?,O,False,True
9809,The language of Kimigayo is?,Japanese,False,True
9810,The instrument of Kina Grannis is?,guitar,False,True
9811,The original country of Kincsem is?,Hungary,False,True
9812,The language of King James Version is?,English,False,True
9813,The language of King Lear is?,English,False,True
9814,The instrument of King Oliver is?,trumpet,False,True
9815,The country of citizenship of King Sunny Adé is?,Nigeria,False,True
9816,The language of King of the Hill is?,English,False,True
9817,The language of King of the Hill is?,English,False,True
9818,King's College Chapel is located in?,Cambridge,False,True
9819,The historic county of King's College London is?,Middlesex,False,True
9820,The country of King's Inns is?,Ireland,False,True
9821,The basic form of government of Kingdom of Aragon is?,monarchy,False,True
9822,The capital of Kingdom of Aragon is?,Zaragoza,False,True
9823,The continent of Kingdom of Aragon is?,Europe,False,False
9824,The language used in Kingdom of Aragon is?,Catalan,False,False
9825,The official religion of Kingdom of Aragon is?,Catholicism,False,True
9826,Kingdom of Aragon replaced by?,Spain,False,False
9827,The basic form of government of Kingdom of Bohemia is?,monarchy,False,True
9828,The capital of Kingdom of Bohemia is?,Prague,False,True
9829,The continent of Kingdom of Bohemia is?,Europe,False,True
9830,The official language of Kingdom of Bohemia is?,Czech,False,True
9831,The official religion of Kingdom of Bohemia is?,Catholicism,False,True
9832,The official language of Kingdom of Cambodia is?,Khmer,False,True
9833,The basic form of government of Kingdom of Castile is?,monarchy,False,True
9834,The capital of Kingdom of Castile is?,Toledo,False,False
9835,The language used in Kingdom of Castile is?,Basque,False,False
9836,The official language of Kingdom of Castile is?,"['Galician', 'Spanish', 'Basque']",True,
9837,The continent of Kingdom of Cochin is?,Asia,False,False
9838,The continent of Kingdom of Croatia is?,Europe,False,False
9839,The language used in Kingdom of Croatia is?,"['Latin', 'Croatian']",True,
9840,The official language of Kingdom of Croatia is?,Latin,False,False
9841,The capital of Kingdom of Egypt is?,Cairo,False,True
9842,The language used in Kingdom of Egypt is?,Arabic,False,True
9843,The official language of Kingdom of Egypt is?,Arabic,False,True
9844,The official religion of Kingdom of Egypt is?,Islam,False,True
9845,The basic form of government of Kingdom of England is?,monarchy,False,True
9846,The capital of Kingdom of England is?,"['Westminster', 'London']",True,
9847,The continent of Kingdom of England is?,Europe,False,True
9848,The language used in Kingdom of England is?,"['English', 'Latin']",True,
9849,The official language of Kingdom of England is?,English,False,True
9850,The continent of Kingdom of Fiji is?,Oceania,False,False
9851,The capital of Kingdom of France is?,"['Paris', 'Versailles']",True,
9852,The continent of Kingdom of France is?,Europe,False,True
9853,The language used in Kingdom of France is?,French,False,True
9854,The official language of Kingdom of France is?,French,False,True
9855,The official religion of Kingdom of France is?,Catholicism,False,True
9856,The basic form of government of Kingdom of Galicia–Volhynia is?,monarchy,False,True
9857,The capital of Kingdom of Galicia–Volhynia is?,Lviv,False,False
9858,The capital of Kingdom of Georgia is?,Tbilisi,False,True
9859,The language used in Kingdom of Georgia is?,"['Greek', 'Armenian']",True,
9860,The official religion of Kingdom of Georgia is?,Islam,False,False
9861,The continent of Kingdom of Germany is?,Europe,False,True
9862,The official language of Kingdom of Germany is?,Latin,False,False
9863,The capital of Kingdom of Greece is?,Athens,False,True
9864,The continent of Kingdom of Greece is?,Europe,False,True
9865,The language used in Kingdom of Greece is?,Greek,False,True
9866,The official language of Kingdom of Gwynedd is?,Welsh,False,True
9867,The capital of Kingdom of Hawaiʻi is?,Honolulu,False,True
9868,The continent of Kingdom of Hawaiʻi is?,Oceania,False,False
9869,The official language of Kingdom of Hawaiʻi is?,"['Hawaiian', 'English']",True,
9870,The capital of Kingdom of Hungary is?,"['Budapest', 'Buda', 'Bratislava']",True,
9871,The language used in Kingdom of Hungary is?,Hungarian,False,True
9872,The official language of Kingdom of Hungary is?,Hungarian,False,True
9873,The capital of Kingdom of Iraq is?,Baghdad,False,True
9874,The continent of Kingdom of Iraq is?,Asia,False,False
9875,The official language of Kingdom of Iraq is?,Arabic,False,True
9876,The basic form of government of Kingdom of Ireland is?,monarchy,False,True
9877,The capital of Kingdom of Ireland is?,Dublin,False,True
9878,The continent of Kingdom of Ireland is?,Europe,False,False
9879,The language used in Kingdom of Ireland is?,"['Irish', 'English']",True,
9880,The official language of Kingdom of Ireland is?,"['Irish', 'English']",True,
9881,The capital of Kingdom of Italy is?,Milan,False,False
9882,The continent of Kingdom of Italy is?,Europe,False,True
9883,The language used in Kingdom of Italy is?,Italian,False,True
9884,The official language of Kingdom of Italy is?,"['French', 'Italian']",True,
9885,The official language of Kingdom of Jerusalem is?,Arabic,False,False
9886,The official language of Kingdom of Kandy is?,Tamil,False,False
9887,The basic form of government of Kingdom of Kongo is?,monarchy,False,True
9888,The continent of Kingdom of Kongo is?,Africa,False,True
9889,The basic form of government of Kingdom of Mercia is?,monarchy,False,True
9890,The official language of Kingdom of Mercia is?,Latin,False,False
9891,The official religion of Kingdom of Mercia is?,Christianity,False,True
9892,The basic form of government of Kingdom of Mysore is?,monarchy,False,True
9893,The language used in Kingdom of Mysore is?,Kannada,False,True
9894,The official language of Kingdom of Mysore is?,Kannada,False,True
9895,The official religion of Kingdom of Mysore is?,Hinduism,False,True
9896,The religion of Kingdom of Mysore is?,Hinduism,False,True
9897,The language used in Kingdom of Navarre is?,"['Spanish', 'French', 'Basque']",True,
9898,The official religion of Kingdom of Navarre is?,Catholicism,False,True
9899,The basic form of government of Kingdom of Northumbria is?,monarchy,False,True
9900,The official religion of Kingdom of Northumbria is?,Christianity,False,True
9901,The basic form of government of Kingdom of Pontus is?,monarchy,False,True
9902,The continent of Kingdom of Pontus is?,Asia,False,False
9903,The capital of Kingdom of Prussia is?,Berlin,False,True
9904,The continent of Kingdom of Prussia is?,Europe,False,True
9905,The language used in Kingdom of Prussia is?,German,False,True
9906,The official language of Kingdom of Prussia is?,German,False,True
9907,The continent of Kingdom of Rarotonga is?,Oceania,False,False
9908,The capital of Kingdom of Sardinia is?,Turin,False,True
9909,The continent of Kingdom of Sardinia is?,Europe,False,False
9910,The language used in Kingdom of Sardinia is?,Italian,False,True
9911,The official language of Kingdom of Sardinia is?,Italian,False,True
9912,The basic form of government of Kingdom of Scotland is?,monarchy,False,True
9913,The capital of Kingdom of Scotland is?,Edinburgh,False,True
9914,The language used in Kingdom of Scotland is?,"['Scots', 'English']",True,
9915,The official language of Kingdom of Scotland is?,Scots,False,True
9916,The basic form of government of Kingdom of Serbia is?,monarchy,False,False
9917,The capital of Kingdom of Serbia is?,Skopje,False,False
9918,The official language of Kingdom of Serbia is?,Serbian,False,True
9919,The basic form of government of Kingdom of Sicily is?,monarchy,False,True
9920,The capital of Kingdom of Sicily is?,Palermo,False,True
9921,The official language of Kingdom of Sicily is?,"['Sicilian', 'Latin']",True,
9922,The basic form of government of Kingdom of Sikkim is?,monarchy,False,False
9923,The continent of Kingdom of Sikkim is?,Asia,False,True
9924,The basic form of government of Kingdom of Tahiti is?,monarchy,False,True
9925,The official language of Kingdom of Tahiti is?,French,False,True
9926,The capital of Kingdom of Wessex is?,"['Winchester', 'London']",True,
9927,The official religion of Kingdom of Wessex is?,Christianity,False,True
9928,The capital of Kingdom of the Netherlands is?,Amsterdam,False,True
9929,The continent of Kingdom of the Netherlands is?,"['Africa', 'Europe', 'Asia']",True,
9930,The currency of Kingdom of the Netherlands is?,euro,False,True
9931,The emergency phone number of Kingdom of the Netherlands is?,112,False,True
9932,The language used in Kingdom of the Netherlands is?,Dutch,False,True
9933,The official language of Kingdom of the Netherlands is?,Dutch,False,True
9934,Kingdom of the Netherlands shares a border with?,"['Germany', 'Belgium', 'France']",True,
9935,The historic county of Kingston upon Hull is?,Yorkshire,False,True
9936,The country of Kinkaku-ji is?,Japan,False,True
9937,The official language of Kinshasa is?,French,False,True
9938,The country of Kinyarwanda is?,"['Rwanda', 'Uganda']",True,
9939,Kinyarwanda is indigenous to?,Rwanda,False,True
9940,The country of citizenship of Kip Keino is?,Kenya,False,True
9941,The eye color of Kira Reed is?,blue,False,True
9942,The country of citizenship of Kiran Desai is?,India,False,True
9943,The religion of Kiran Desai is?,Hinduism,False,True
9944,The emergency phone number of Kiribati is?,999,False,False
9945,The language used in Kiribati is?,English,False,True
9946,The official language of Kiribati is?,English,False,True
9947,The native language of Kirk Cameron is?,English,False,True
9948,The native language of Kirk Douglas is?,English,False,True
9949,The country of Kirovohrad Oblast is?,Ukraine,False,True
9950,Kirovohrad Oblast is located in?,Ukraine,False,True
9951,The country of citizenship of Kirsten Flagstad is?,Norway,False,True
9952,The voice type of Kirsten Flagstad is?,soprano,False,True
9953,Kirundi is indigenous to?,Burundi,False,True
9954,The country of citizenship of Kishore Kumar is?,India,False,True
9955,The religion of Kishore Kumar is?,Hinduism,False,True
9956,The country of citizenship of Kitagawa Utamaro is?,Japan,False,True
9957,The country of Kitakyūshū is?,Japan,False,True
9958,The country of citizenship of Kitarō is?,Japan,False,True
9959,The religion of Kittur Chennamma is?,Hinduism,False,True
9960,The country of Kitwe is?,Zambia,False,True
9961,The blood type of Kiyoshi Hikawa is?,A,False,False
9962,The country of citizenship of Kiyoshi Hikawa is?,Japan,False,True
9963,The country of Klagenfurt am Wörthersee is?,Austria,False,True
9964,The country of Klaipėda is?,Lithuania,False,True
9965,The country of citizenship of Klas Pontus Arnoldson is?,Sweden,False,True
9966,Klaus Barbie convicted of?,murder,False,False
9967,The country of citizenship of Klaus Barbie is?,Germany,False,True
9968,The country of citizenship of Klaus Dibiasi is?,Italy,False,True
